corp_name,stock_code,rcept_no,per_share_common,yield_common,total_amount
지엔씨에너지,119850,20181217900158,50.0,1.5,793515000.0
지엔씨에너지,119850,20181227900534,50.0,1.2,793515000.0
지엔씨에너지,119850,20171229900095,60.0,1.5,964218000.0
지엔씨에너지,119850,20171218900164,60.0,1.5,964218000.0
지엔씨에너지,119850,20161230900047,120.0,1.4,955014000.0
지엔씨에너지,119850,20161216900265,120.0,1.5,955014000.0
지엔씨에너지,119850,20151231900090,80.0,0.99,660676000.0
지엔씨에너지,119850,20151216900215,80.0,1.5,660676000.0
지엔씨에너지,119850,20141229900233,70.0,1.0,581591500.0
지엔씨에너지,119850,20141215900215,70.0,1.5,581591500.0
지엔씨에너지,119850,20140103900452,50.0,0.58,280428550.0
지엔씨에너지,119850,20131213900191,50.0,1.5,280428550.0
흥아해운,3280,20170223800616,5.0,0.4,632567150.0
흥아해운,3280,20160218800383,7.0,0.4,584594010.0
흥아해운,3280,20150225800733,9.0,0.3,751620870.0
흥아해운,3280,20140221800245,9.0,0.8,751620870.0
흥아해운,3280,20130222800185,7.0,0.8,486594010.0
LS머트리얼즈,417200,20240207900228,22.0,0.1,1488358498.0
하이록코리아,13030,20250221900277,1150.0,4.3,14139758300.0
하이록코리아,13030,20240221900189,1050.0,3.7,13217626800.0
하이록코리아,13030,20230217900166,600.0,2.9,7713630000.0
하이록코리아,13030,20220218900452,500.0,2.9,6428025000.0
하이록코리아,13030,20220407900513,500.0,2.9,6428025000.0
하이록코리아,13030,20210219900149,500.0,3.5,6428025000.0
하이록코리아,13030,20190211900281,500.0,2.9,6806616000.0
하이록코리아,13030,20200214900140,500.0,2.7,6806616000.0
하이록코리아,13030,20180207900202,400.0,1.7,5445292800.0
하이록코리아,13030,20170208900480,400.0,1.8,5445292800.0
하이록코리아,13030,20160212900379,400.0,1.7,5445292800.0
하이록코리아,13030,20140211900086,350.0,1.3,4764631200.0
하이록코리아,13030,20150212900193,400.0,1.2,5445292800.0
하이록코리아,13030,20130228900314,250.0,1.29,3403308000.0
롯데렌탈,89860,20250211800757,1200.0,4.2,43571265600.0
롯데렌탈,89860,20240207800588,1200.0,4.3,43960875600.0
롯데렌탈,89860,20230206800647,900.0,3.2,32970656700.0
롯데렌탈,89860,20220207800884,900.0,2.4,32970656700.0
PI첨단소재,178920,20250321800299,350.0,2.0,10278212700.0
PI첨단소재,178920,20250307800004,350.0,2.0,10285897655.0
PI첨단소재,178920,20230306800189,779.0,2.6,22876364838.0
PI첨단소재,178920,20220307800573,1090.0,2.1,32009290980.0
PI첨단소재,178920,20210303900727,711.0,2.0,20879454942.0
PI첨단소재,178920,20200207900384,315.0,0.9,9250391430.0
PI첨단소재,178920,20190220900268,830.0,2.6,24374047260.0
PI첨단소재,178920,20180219900697,800.0,1.6,23493057600.0
PI첨단소재,178920,20170214900473,450.0,3.1,13214844900.0
PI첨단소재,178920,20160217900564,110.0,0.9,3230295420.0
정다운,208140,20250310900773,250.0,8.4,8171059000.0
정다운,208140,20240311900552,300.0,10.7,9805270800.0
정다운,208140,20230313900664,100.0,4.4,3268423600.0
정다운,208140,20220408900466,100.0,3.51,3268423600.0
정다운,208140,20220314900806,100.0,3.51,3268423600.0
HD현대건설기계,267270,20250206800182,500.0,0.8,8830894500.0
HD현대건설기계,267270,20250228800900,500.0,0.8,8815494500.0
HD현대건설기계,267270,20240221800777,700.0,1.4,12742309300.0
HD현대건설기계,267270,20240206800150,700.0,1.4,12742309300.0
HD현대건설기계,267270,20230206800648,1750.0,2.82,31855773250.0
HD현대건설기계,267270,20220204800564,1200.0,2.98,22868395200.0
HD현대건설기계,267270,20190130800312,850.0,2.02,16429646600.0
BGF에코머티리얼즈,126600,20250211900735,50.0,1.8,3096210000.0
BGF에코머티리얼즈,126600,20230209900512,100.0,1.9,2869319500.0
BGF에코머티리얼즈,126600,20240207901020,70.0,1.5,3723340320.0
BGF에코머티리얼즈,126600,20220214901086,100.0,0.9,2389593500.0
BGF에코머티리얼즈,126600,20210119900192,100.0,2.4,2027293500.0
BGF에코머티리얼즈,126600,20200210900583,70.0,1.8,1478079260.0
BGF에코머티리얼즈,126600,20181218900179,70.0,1.5,1478079260.0
BGF에코머티리얼즈,126600,20190226901122,70.0,2.3,1478079260.0
BGF에코머티리얼즈,126600,20171213900863,70.0,1.5,1478079260.0
BGF에코머티리얼즈,126600,20161213900154,150.0,1.5,1462216800.0
BGF에코머티리얼즈,126600,20151215900356,150.0,1.5,1462216800.0
BGF에코머티리얼즈,126600,20141212900334,150.0,1.5,1328323800.0
BGF에코머티리얼즈,126600,20131217900060,100.0,1.5,869978400.0
BGF에코머티리얼즈,126600,20130207900068,80.0,1.33,551993920.0
덕우전자,263600,20230421900133,70.0,1.0,1115121700.0
덕우전자,263600,20230214900701,70.0,1.0,1115121700.0
덕우전자,263600,20220209900623,70.0,0.9,1115121700.0
덕우전자,263600,20200213901100,140.0,1.8,2230243400.0
덕우전자,263600,20210224900315,140.0,1.9,2230243400.0
광전자,17900,20250313800723,50.0,2.89,2518188150.0
덕우전자,263600,20190211900795,200.0,2.6,1593031000.0
광전자,17900,20230307800486,50.0,2.26,2518188150.0
광전자,17900,20240305800707,50.0,2.36,2518188150.0
광전자,17900,20220314800392,50.0,1.58,2518188150.0
광전자,17900,20190305800668,50.0,2.5,2618188150.0
광전자,17900,20200312800678,50.0,2.34,2568188150.0
광전자,17900,20180306800372,50.0,1.8,2618188150.0
기가비스,420770,20250212900472,800.0,3.1,10140606400.0
기가비스,420770,20240222900974,800.0,1.12,10140606400.0
에코볼트,97780,20140103900154,50.0,0.4,857050200.0
에코볼트,97780,20131219900171,50.0,1.5,857050200.0
비덴트,121800,20130227900145,40.0,0.93,403079280.0
티엘비,356860,20240221900473,200.0,0.7,1954526000.0
티엘비,356860,20250218900241,200.0,1.5,1944526000.0
티엘비,356860,20221222900200,300.0,1.5,2949789000.0
티엘비,356860,20220223900331,250.0,0.65,1229078750.0
한국캐피탈,23760,20250226901285,30.0,5.3,9382217250.0
한국캐피탈,23760,20240307900880,28.0,4.7,8753068100.0
한국캐피탈,23760,20230315901644,28.0,3.6,8751612100.0
한국캐피탈,23760,20220311901678,35.0,4.1,10934580125.0
한국캐피탈,23760,20210310901570,25.0,4.2,6278093415.0
한국캐피탈,23760,20200305900809,25.0,4.6,6531876075.0
한국캐피탈,23760,20190313901489,20.0,3.3,614656420.0
한국캐피탈,23760,20180308901723,13.0,2.1,2140210475.0
한국캐피탈,23760,20170228900942,20.0,2.5,3292631500.0
한국캐피탈,23760,20160229900264,26.0,3.17,4280420950.0
한국캐피탈,23760,20150305900781,20.0,3.2,2368417100.0
한국캐피탈,23760,20140311900719,25.0,3.75,2083641035.0
한국캐피탈,23760,20130531900215,40.0,5.79,3859953860.0
시공테크,20710,20250311900519,120.0,3.2,2263591800.0
시공테크,20710,20240313900117,80.0,1.8,1523415440.0
시공테크,20710,20230314900442,20.0,0.4,380853860.0
시공테크,20710,20220314900786,50.0,0.8,973753250.0
시공테크,20710,20210311900811,70.0,1.4,1363254550.0
시공테크,20710,20200309900360,80.0,1.6,1554138800.0
시공테크,20710,20190311900548,20.0,0.33,391927960.0
시공테크,20710,20180308900218,120.0,1.8,2352817080.0
시공테크,20710,20150212900295,40.0,1.23,792934440.0
시공테크,20710,20130227900221,50.0,1.01,975851550.0
엄지하우스,224810,20220516602732,30.0,0.6,121769700.0
엄지하우스,224810,20220211601115,50.0,1.1,202949500.0
엄지하우스,224810,20210210600390,70.0,1.7,285893300.0
엄지하우스,224810,20190211600654,100.0,2.9,419999000.0
엄지하우스,224810,20200213600491,70.0,2.0,293999300.0
엄지하우스,224810,20180315601384,120.0,2.5,503998800.0
엄지하우스,224810,20180213601135,120.0,2.5,504000000.0
엄지하우스,224810,20160216600334,250.0,3.4,600000000.0
비트컴퓨터,32850,20241217900109,63.0,1.3,1002490965.0
비트컴퓨터,32850,20231220900339,62.0,1.0,1010659644.0
비트컴퓨터,32850,20221228900263,61.0,1.0,1003860286.0
비트컴퓨터,32850,20221221900118,61.0,1.5,1003860286.0
비트컴퓨터,32850,20211230900506,61.0,0.6,1003860286.0
비트컴퓨터,32850,20211220900124,61.0,1.5,1003860286.0
비트컴퓨터,32850,20201230900773,61.0,0.5,1003246992.0
비트컴퓨터,32850,20201222900269,61.0,1.5,1003246992.0
비트컴퓨터,32850,20161228900122,73.0,1.4,1200607056.0
비트컴퓨터,32850,20200131900160,61.0,1.4,1003246992.0
비트컴퓨터,32850,20161222900062,73.0,1.5,1200607056.0
현대글로비스,86280,20250206800354,3700.0,2.6,277500000000.0
현대글로비스,86280,20240125800321,6300.0,3.7,236250000000.0
현대글로비스,86280,20230130800285,5700.0,3.3,213750000000.0
현대글로비스,86280,20210128800556,3500.0,1.9,131250000000.0
현대글로비스,86280,20220126800600,3800.0,2.2,142500000000.0
현대글로비스,86280,20200122800094,3500.0,2.4,131250000000.0
현대글로비스,86280,20180226800574,3000.0,2.2,112500000000.0
현대글로비스,86280,20190212800108,3300.0,2.5,123750000000.0
현대글로비스,86280,20170203800043,3000.0,1.9,112500000000.0
현대글로비스,86280,20160204800765,3000.0,1.5,112500000000.0
현대글로비스,86280,20150212800170,2000.0,0.7,75000000000.0
현대글로비스,86280,20140304800403,1500.0,0.7,56250000000.0
현대글로비스,86280,20140207800336,1500.0,0.7,56250000000.0
현대글로비스,86280,20130208800416,1500.0,0.7,56250000000.0
메디아나,41920,20240221900154,25.0,0.3,399040675.0
메디아나,41920,20230221900299,50.0,0.9,797896400.0
메디아나,41920,20220407900252,27.0,0.3,430714260.0
메디아나,41920,20220222900423,27.0,0.3,430714260.0
메디아나,41920,20210222900179,50.0,0.3,429318650.0
메디아나,41920,20180222900347,50.0,0.5,428868650.0
현대퓨처넷,126560,20250205800841,110.0,2.7,12116869050.0
현대퓨처넷,126560,20240205800895,100.0,3.0,11015335500.0
현대퓨처넷,126560,20220207801165,90.0,2.1,9913801950.0
현대퓨처넷,126560,20230206801076,90.0,3.5,9913801950.0
현대퓨처넷,126560,20210209801099,80.0,2.1,8812268400.0
현대퓨처넷,126560,20200207800816,60.0,1.8,6609201300.0
현대퓨처넷,126560,20190304800819,60.0,1.4,6609201300.0
현대퓨처넷,126560,20180208801148,50.0,1.3,5507667750.0
현대퓨처넷,126560,20190213800886,60.0,1.2,6609201300.0
현대퓨처넷,126560,20170209801267,40.0,1.0,4406134200.0
현대퓨처넷,126560,20160211800545,40.0,1.2,4313726800.0
현대퓨처넷,126560,20150212800717,40.0,0.9,4313726800.0
현대퓨처넷,126560,20130222800587,40.0,0.9,4313726800.0
현대퓨처넷,126560,20140221800663,40.0,0.8,4313726800.0
스튜디오삼익,415380,20250306900612,250.0,3.04,966810500.0
쏠리드,50890,20250211901555,50.0,0.6,3030026900.0
쏠리드,50890,20240214901105,50.0,0.8,3042667800.0
쏠리드,50890,20230210900970,50.0,0.8,3042667800.0
쏠리드,50890,20150213900609,110.0,1.4,2320962380.0
쏠리드,50890,20160211900956,50.0,0.9,1055356100.0
쏠리드,50890,20140214900634,100.0,1.5,1855255600.0
쏠리드,50890,20130215900032,70.0,1.7,1209623450.0
피에스케이홀딩스,31980,20250211900640,700.0,2.1,15093676500.0
피에스케이홀딩스,31980,20240207900718,600.0,2.2,12937437000.0
피에스케이홀딩스,31980,20230214900661,500.0,6.99,10187398000.0
피에스케이홀딩스,31980,20220215900266,400.0,2.54,8286559600.0
피에스케이홀딩스,31980,20210216900429,200.0,2.52,3913976000.0
피에스케이홀딩스,31980,20210409900073,200.0,2.52,3913976000.0
피에스케이홀딩스,31980,20200218900486,150.0,1.73,531746700.0
피에스케이홀딩스,31980,20200326900504,150.0,1.73,531746700.0
피에스케이홀딩스,31980,20191227900114,150.0,1.73,531746700.0
피에스케이홀딩스,31980,20191209900529,150.0,1.5,531746700.0
피에스케이홀딩스,31980,20190219900622,400.0,3.34,8018436400.0
피에스케이홀딩스,31980,20180228901455,400.0,1.6,8132641600.0
피에스케이홀딩스,31980,20170215900424,250.0,1.8,5082901000.0
피에스케이홀딩스,31980,20150210900416,200.0,1.4,4065920800.0
피에스케이홀딩스,31980,20160216900343,200.0,2.2,4066320800.0
한성기업,3680,20180306801039,150.0,2.3,763305150.0
피에스케이홀딩스,31980,20140304900205,100.0,1.01,1985198500.0
메쎄이상,408920,20250228900289,100.0,4.9,4288664700.0
메쎄이상,408920,20240228900358,50.0,2.0,2156831600.0
셀트리온헬스케어,91990,20230104900364,130.0,0.2,20164298830.0
셀트리온헬스케어,91990,20221216901355,130.0,1.5,20164298830.0
셀트리온헬스케어,91990,20220103900466,260.0,0.3,39855996180.0
셀트리온헬스케어,91990,20211217900218,260.0,1.5,39855996180.0
현대백화점,69960,20250211800526,1400.0,2.7,30597260400.0
현대백화점,69960,20240207800476,1300.0,2.5,28411741800.0
현대백화점,69960,20230213800730,1300.0,2.2,28411741800.0
현대백화점,69960,20220210800459,1100.0,1.5,24040704600.0
현대백화점,69960,20210204800787,1000.0,1.4,22089186000.0
현대백화점,69960,20200206800727,1000.0,1.2,22323186000.0
현대백화점,69960,20190207800912,900.0,1.0,20301467400.0
현대백화점,69960,20180208801279,800.0,0.8,18045748800.0
현대백화점,69960,20170209801101,700.0,0.6,15904830200.0
현대백화점,69960,20160204801070,700.0,0.5,15953830200.0
현대백화점,69960,20150204800467,700.0,0.6,16124630200.0
현대백화점,69960,20140205800269,650.0,0.4,14972870900.0
현대백화점,69960,20130227800605,650.0,0.4,14972870900.0
신라교역,4970,20250225800372,500.0,5.0,7892500000.0
신라교역,4970,20240227800188,500.0,5.6,7892500000.0
신라교역,4970,20230228800301,500.0,4.25,7892500000.0
신라교역,4970,20220228800240,500.0,3.7,7892500000.0
신라교역,4970,20210303800245,500.0,5.3,8000000000.0
신라교역,4970,20200225800284,500.0,4.1,8000000000.0
신라교역,4970,20180227800405,500.0,3.1,8000000000.0
신라교역,4970,20190228800724,500.0,3.8,8000000000.0
신라교역,4970,20170228800302,250.0,1.7,4000000000.0
신라교역,4970,20160302800201,200.0,1.22,3200000000.0
신라교역,4970,20150127800260,300.0,1.45,4800000000.0
신라교역,4970,20130129800049,250.0,1.1,4000000000.0
신라교역,4970,20140121800095,250.0,0.98,4000000000.0
비에이치,90460,20241216800185,250.0,1.64,7845552750.0
비에이치,90460,20240219800526,250.0,1.2,7918954500.0
비에이치,90460,20230213900222,250.0,1.0,7923580500.0
비에이치,90460,20220211900201,250.0,1.1,7805896000.0
비에이치,90460,20210208900262,250.0,1.2,7721550000.0
금양,1570,20190226800408,80.0,3.34,3057050320.0
금양,1570,20160225800922,60.0,3.17,2016549420.0
금양,1570,20170224801007,50.0,1.7,1680457850.0
금양,1570,20140311800301,45.0,3.9,1512412065.0
금양,1570,20150226800884,60.0,4.3,2016549420.0
금양,1570,20130314801394,35.0,3.3,1176320495.0
대성홀딩스,16710,20250227800710,250.0,3.4,4015834250.0
대성홀딩스,16710,20240227800825,250.0,2.5,4022364750.0
대성홀딩스,16710,20230227800680,250.0,0.23,4022364750.0
대성홀딩스,16710,20220302801009,250.0,0.5,4022364750.0
대성홀딩스,16710,20210226801401,250.0,1.0,4022364750.0
대성홀딩스,16710,20200305801006,250.0,3.0,4022364750.0
대성홀딩스,16710,20190228800962,250.0,3.9,4022364750.0
대성홀딩스,16710,20180223800734,250.0,3.1,4022364750.0
대성홀딩스,16710,20170224800267,250.0,2.5,4022364750.0
대성홀딩스,16710,20150226800504,250.0,2.3,4022364750.0
대성홀딩스,16710,20160225800270,250.0,2.39,4022364750.0
대성홀딩스,16710,20140213800431,250.0,2.8,4022364750.0
대성홀딩스,16710,20130213800413,250.0,3.0,4022364750.0
나우IB,293580,20250214900513,20.0,1.6,1894599000.0
나우IB,293580,20240208900839,18.0,1.4,1693547100.0
나우IB,293580,20230210900460,180.0,1.4,1693547100.0
나우IB,293580,20220207900588,150.0,1.5,1421103600.0
나우IB,293580,20210204900242,150.0,2.05,1417260000.0
나우IB,293580,20200207900173,150.0,3.3,1417260000.0
나우IB,293580,20190201900637,150.0,3.7,1417260000.0
서희건설,35890,20250225901378,45.0,2.8,8501468040.0
서희건설,35890,20240228901040,45.0,3.3,9019740870.0
서희건설,35890,20230228900751,45.0,3.9,9910480410.0
서희건설,35890,20220228900911,50.0,3.0,11011644900.0
서희건설,35890,20210304900142,40.0,2.8,8809315920.0
서희건설,35890,20190307900298,15.0,1.3,2536094730.0
서희건설,35890,20200302900274,30.0,2.8,6076375590.0
서희건설,35890,20180307901023,15.0,1.2,2548575525.0
서희건설,35890,20170228901062,10.0,0.7,1569546970.0
HD현대,267250,20250429800397,900.0,1.2,63601587000.0
HD현대,267250,20250206800732,900.0,1.09,63601587000.0
HD현대,267250,20241101800076,900.0,1.1,63601587000.0
HD현대,267250,20240725800354,900.0,1.24,63601587000.0
HD현대,267250,20240425800485,900.0,1.3,63601587000.0
HD현대,267250,20240206800644,1900.0,2.98,134270017000.0
HD현대,267250,20231026800335,900.0,1.34,63601587000.0
HD현대,267250,20230727800358,900.0,1.44,63601587000.0
HD현대,267250,20230207800640,3700.0,5.74,261473191000.0
HD현대,267250,20220729800353,900.0,1.5,63601587000.0
HD현대,267250,20220224800479,3700.0,6.41,261473191000.0
HD현대,267250,20220207800712,3700.0,6.41,261473191000.0
HD현대,267250,20210723800238,1850.0,2.58,130736595500.0
HD현대,267250,20210204800379,18500.0,5.93,261473191000.0
HD현대,267250,20200206800272,18500.0,5.16,270501191000.0
HD현대,267250,20190226800830,18500.0,5.06,270501191000.0
마이크로컨텍솔,98120,20250313900634,80.0,1.6,665021280.0
마이크로컨텍솔,98120,20240312900852,80.0,0.6,665021280.0
마이크로컨텍솔,98120,20230302900408,80.0,1.5,665021280.0
마이크로컨텍솔,98120,20210226900163,25.0,0.4,207819150.0
마이크로컨텍솔,98120,20220302900695,30.0,0.2,249382980.0
마이크로컨텍솔,98120,20151222900548,80.0,1.5,665021280.0
마이크로컨텍솔,98120,20151229900094,80.0,1.1,665021280.0
마이크로컨텍솔,98120,20170224900003,20.0,0.2,166255320.0
마이크로컨텍솔,98120,20141222900144,160.0,1.5,1330042560.0
마이크로컨텍솔,98120,20141229900092,160.0,1.3,1330042560.0
마이크로컨텍솔,98120,20131227900393,100.0,1.9,831276600.0
마이크로컨텍솔,98120,20131224900175,100.0,1.5,831276600.0
영원무역홀딩스,9970,20250311801959,2950.0,3.3,34234449100.0
영원무역홀딩스,9970,20240920800359,2400.0,2.7,27851755200.0
영원무역홀딩스,9970,20240313801178,2370.0,2.5,27503608260.0
영원무역홀딩스,9970,20230920800496,1600.0,2.0,18567836800.0
영원무역홀딩스,9970,20220311801387,2000.0,4.2,23209796000.0
영원무역홀딩스,9970,20210316800760,1200.0,3.2,13925877600.0
영원무역홀딩스,9970,20170224800706,500.0,0.84,5802449000.0
코퍼스코리아,322780,20240411900197,10.0,0.5,368947500.0
코퍼스코리아,322780,20240314902661,10.0,0.5,368947500.0
코퍼스코리아,322780,20230406900616,10.0,0.4,348194960.0
코퍼스코리아,322780,20230315901495,10.0,0.4,348194960.0
코퍼스코리아,322780,20220406900562,15.0,0.5,515133885.0
코퍼스코리아,322780,20220315901827,15.0,0.5,515133885.0
코퍼스코리아,322780,20210316900851,10.0,0.4,324211230.0
HD현대에너지솔루션,322000,20230206800915,600.0,1.15,6720000000.0
HD현대에너지솔루션,322000,20210204800874,200.0,0.53,2240000000.0
오킨스전자,80580,20150224900184,70.0,0.59,434000000.0
현대공업,170030,20240308900137,200.0,2.8,3014578800.0
현대공업,170030,20250306900188,200.0,3.95,2988935600.0
현대공업,170030,20230308900340,166.0,2.56,2508900760.0
현대공업,170030,20220408900562,132.0,1.63,2001101520.0
현대공업,170030,20220311901024,132.0,1.63,2001101520.0
현대공업,170030,20200227900096,66.0,2.16,994553472.0
현대공업,170030,20210224900104,132.0,1.44,2013922944.0
현대공업,170030,20181219900131,66.0,1.5,995840472.0
현대공업,170030,20180302900667,37.0,0.95,559532870.0
현대공업,170030,20170222900134,92.0,1.82,1410222920.0
현대공업,170030,20150216900145,90.0,1.06,904500000.0
현대공업,170030,20160223900126,66.0,1.16,1010130000.0
현대공업,170030,20140224900311,80.0,1.29,800000000.0
더블유게임즈,192080,20240214800043,1000.0,2.0,16525746000.0
더블유게임즈,192080,20250212800023,1200.0,2.4,23790668400.0
더블유게임즈,192080,20230208800046,600.0,1.3,9975567000.0
더블유게임즈,192080,20210204800059,350.0,0.6,5941434100.0
더블유게임즈,192080,20220209800012,700.0,1.2,11882868200.0
더블유게임즈,192080,20200203800534,350.0,0.7,5901534100.0
더블유게임즈,192080,20190212900017,350.0,0.6,5896912700.0
더블유게임즈,192080,20171128900027,350.0,1.5,5624203200.0
더블유게임즈,192080,20171208900711,350.0,1.5,5668788300.0
더블유게임즈,192080,20171227900703,350.0,0.7,5668788300.0
더블유게임즈,192080,20170202900026,650.0,1.7,10289877000.0
현대그린푸드,453340,20250207800677,335.0,2.41,11090245685.0
현대그린푸드,453340,20240207800895,325.0,2.8,11001440125.0
세아베스틸지주,1430,20230228800598,1200.0,6.5,38540626200.0
세아베스틸지주,1430,20220210800561,1500.0,7.36,48664970400.0
세아베스틸지주,1430,20210218800213,200.0,1.91,2615369400.0
세아베스틸지주,1430,20180219800394,900.0,3.07,32036084100.0
세아베스틸지주,1430,20190214801173,850.0,4.66,30256301650.0
세아베스틸지주,1430,20200220800345,300.0,1.87,10678694700.0
세아베스틸지주,1430,20170216800569,800.0,3.07,28476519200.0
세아베스틸지주,1430,20160219800523,1000.0,3.31,35595649000.0
세아베스틸지주,1430,20140214800637,900.0,3.44,32036084100.0
세아베스틸지주,1430,20150224800255,1000.0,3.38,35595649000.0
세아베스틸지주,1430,20130214800246,900.0,3.1,32036084100.0
DB하이텍,990,20250219800898,1230.0,2.88,50725316400.0
DB하이텍,990,20240227800930,580.0,0.97,24233955840.0
DB하이텍,990,20230214800520,1300.0,3.32,56504612200.0
DB하이텍,990,20220214800817,450.0,0.63,19562638100.0
DB하이텍,990,20210209801116,350.0,0.8,15207397600.0
DB하이텍,990,20200210800885,350.0,1.31,15204861500.0
DB하이텍,990,20190208800808,250.0,2.4,10857470650.0
DB하이텍,990,20180208801405,250.0,2.1,10963680400.0
아주IB투자,27360,20240206900932,50.0,1.9,5915515400.0
아주IB투자,27360,20250207900500,50.0,2.0,5920515400.0
아주IB투자,27360,20230210900662,20.0,0.8,2358810200.0
아주IB투자,27360,20220208900506,100.0,2.5,11794051000.0
아주IB투자,27360,20210202900338,50.0,1.3,5760217400.0
아주IB투자,27360,20190213900417,25.0,2.4,2967851250.0
아주IB투자,27360,20200212900349,35.0,2.8,4106306085.0
케이카,381970,20250512800056,300.0,2.3,14454621900.0
케이카,381970,20250206800039,300.0,2.2,14454621900.0
케이카,381970,20241107800078,300.0,2.2,14454621900.0
케이카,381970,20240801800078,300.0,2.2,14454621900.0
케이카,381970,20240509800048,250.0,1.8,12045518250.0
케이카,381970,20240214800090,190.0,1.6,9154593870.0
케이카,381970,20231102800020,190.0,1.7,9136441270.0
케이카,381970,20230803800057,190.0,1.3,9136441270.0
케이카,381970,20230504800070,190.0,1.6,9136441270.0
케이카,381970,20230403800661,190.0,1.4,9136441270.0
케이카,381970,20230209800063,190.0,1.4,9136441270.0
케이카,381970,20221103800089,190.0,1.2,9136441270.0
케이카,381970,20220804800082,190.0,0.9,9136441270.0
케이카,381970,20220503800190,190.0,0.6,9136441270.0
케이카,381970,20220214800653,750.0,2.3,36064899750.0
명신산업,9900,20250311800627,150.0,1.66,7870519950.0
명신산업,9900,20240313800324,100.0,0.6,5247013300.0
농심홀딩스,72710,20240207800697,2500.0,3.8,11594475000.0
농심홀딩스,72710,20220214800583,2000.0,2.6,9275528000.0
농심홀딩스,72710,20210208800810,2000.0,2.7,9275528000.0
농심홀딩스,72710,20200212800501,2000.0,2.6,9275528000.0
농심홀딩스,72710,20190207800908,2000.0,2.8,9275528000.0
농심홀딩스,72710,20180208801024,2000.0,1.7,9275528000.0
농심홀딩스,72710,20170207800673,2000.0,1.7,9275528000.0
농심홀딩스,72710,20160202800576,2000.0,1.3,9275528000.0
농심홀딩스,72710,20150211800763,2000.0,1.8,9275528000.0
농심홀딩스,72710,20140210800222,2000.0,2.6,9275530000.0
농심홀딩스,72710,20130207800059,2000.0,3.2,9275530000.0
평화산업,90080,20170309801493,50.0,2.7,311029850.0
평화산업,90080,20160308800367,50.0,2.5,311029850.0
평화산업,90080,20140224800143,50.0,3.2,149832150.0
이크레더블,92130,20250207900624,1590.0,11.8,19149324000.0
이크레더블,92130,20240207901067,780.0,5.5,9394008000.0
이크레더블,92130,20230213901094,1040.0,5.6,12525344000.0
이크레더블,92130,20220211900991,2720.0,13.5,32758592000.0
이크레더블,92130,20210210901378,700.0,3.0,8430520000.0
이크레더블,92130,20200210901235,740.0,3.9,8912264000.0
이크레더블,92130,20190211901312,670.0,4.2,8069212000.0
이크레더블,92130,20180213901008,530.0,3.5,6383108000.0
이크레더블,92130,20160204900657,420.0,4.2,5058312000.0
이크레더블,92130,20170207900215,530.0,3.9,6383108000.0
이크레더블,92130,20150212900394,350.0,4.0,4215260000.0
이크레더블,92130,20140211900003,320.0,4.4,3853952000.0
이크레더블,92130,20130207900634,17.0,0.3,204741200.0
케이탑리츠,145270,20220221800766,40.0,2.7,1836647160.0
케이탑리츠,145270,20210218800278,80.0,6.7,3697312240.0
케이탑리츠,145270,20200226800423,25.0,2.5,1127280150.0
케이탑리츠,145270,20190227800893,20.0,2.0,884174380.0
케이탑리츠,145270,20180220800736,20.0,2.0,866869920.0
케이탑리츠,145270,20170303800622,20.0,0.8,812654440.0
케이탑리츠,145270,20160224800618,30.0,2.5,828150000.0
윈하이텍,192390,20250211900232,30.0,0.74,330966870.0
윈하이텍,192390,20190128900360,120.0,2.8,1147854840.0
윈하이텍,192390,20170214900549,30.0,0.4,286963710.0
윈하이텍,192390,20240214900708,60.0,1.41,655499460.0
윈하이텍,192390,20180207900326,80.0,1.9,765236560.0
윈하이텍,192390,20150211900266,100.0,1.2,660030000.0
윈하이텍,192390,20160212900420,70.0,1.15,685150130.0
에프알텍,73540,20130221900187,125.0,2.98,685937375.0
에프알텍,73540,20140221900231,100.0,2.03,561029900.0
대림제지,17650,20250213900513,100.0,1.49,833500000.0
대림제지,17650,20240215900223,100.0,1.24,837000000.0
대림제지,17650,20230216900192,100.0,1.1,880000000.0
대림제지,17650,20220311900859,100.0,0.9,900000000.0
대림제지,17650,20211227900154,100.0,1.5,900000000.0
대림제지,17650,20210209901282,75.0,0.79,674095200.0
대림제지,17650,20150204900566,50.0,1.16,450000000.0
대림제지,17650,20130208900145,50.0,1.59,450000000.0
에이에프더블류,312610,20200227900293,100.0,0.8,497065600.0
세원물산,24830,20250314900597,150.0,2.5,1252500000.0
세원물산,24830,20240314900926,100.0,1.54,835000000.0
세원물산,24830,20230315900168,25.0,0.32,208750000.0
세원물산,24830,20220316902276,25.0,0.4,208750000.0
세원물산,24830,20210315901019,25.0,0.4,208750000.0
세원물산,24830,20190311900139,50.0,1.0,417500000.0
세원물산,24830,20180309900467,75.0,1.1,626250000.0
세원물산,24830,20200309900310,25.0,0.4,208750000.0
세원물산,24830,20170310900520,75.0,0.9,626250000.0
세원물산,24830,20160309900453,75.0,0.8,626250000.0
세원물산,24830,20150311900981,75.0,0.98,626250000.0
세원물산,24830,20140311900744,75.0,1.18,626250000.0
케이티,30200,20250415800336,600.0,1.2,146983804800.0
세원물산,24830,20130312900747,75.0,1.22,626250000.0
케이티,30200,20250213800329,500.0,1.1,122916473000.0
케이티,30200,20241015800241,500.0,1.2,122912887500.0
케이티,30200,20240716800301,500.0,1.4,122912887500.0
