corp_name,stock_code,rcept_no,per_share_common,yield_common,total_amount
금화피에스시,36190,20240229900741,1300.0,4.9,7677527000.0
금화피에스시,36190,20230302900530,1300.0,4.5,7677527000.0
금화피에스시,36190,20220303900868,1300.0,3.9,7677527000.0
금화피에스시,36190,20210304900594,1300.0,4.4,7677527000.0
금화피에스시,36190,20200305901129,1300.0,4.3,7800000000.0
금화피에스시,36190,20190308901133,1300.0,4.3,7800000000.0
금화피에스시,36190,20180308900604,900.0,2.1,5400000000.0
금화피에스시,36190,20190307901627,1300.0,4.3,7800000000.0
금화피에스시,36190,20170309900563,900.0,2.5,5400000000.0
금화피에스시,36190,20160310901447,900.0,2.5,5400000000.0
금화피에스시,36190,20150305900720,900.0,1.9,5400000000.0
금화피에스시,36190,20140304900216,900.0,2.7,5400000000.0
금화피에스시,36190,20130215900272,600.0,3.0,3480000000.0
풍산,103140,20250205800574,2600.0,5.0,71017122800.0
풍산,103140,20230208801014,1000.0,3.0,27314278000.0
풍산,103140,20240201800574,1200.0,3.1,32777133600.0
풍산,103140,20220208800627,1000.0,3.2,28012571000.0
풍산,103140,20210208800861,600.0,2.2,16807542600.0
풍산,103140,20200205800713,400.0,1.7,11205028400.0
풍산,103140,20190131800981,600.0,2.2,16807542600.0
풍산,103140,20180201800809,800.0,1.7,22410056800.0
풍산,103140,20170209801028,700.0,1.7,19608799700.0
풍산,103140,20150217800441,600.0,2.4,16807542600.0
풍산,103140,20160204800622,500.0,1.8,14006285500.0
풍산,103140,20130227800338,450.0,1.4,12605656950.0
풍산,103140,20140221800607,450.0,1.6,12605656950.0
삼성전기,9150,20250124800247,1800.0,1.4,136127727700.0
삼성전기,9150,20240131800219,1150.0,0.8,87022015200.0
삼성전기,9150,20230125800329,2100.0,1.6,158791902700.0
삼성전기,9150,20220126800284,2100.0,1.1,158791902700.0
삼성전기,9150,20210127800289,1400.0,0.8,105908827700.0
삼성전기,9150,20200129800272,1100.0,0.9,83244652700.0
삼성전기,9150,20190129800327,1000.0,1.0,75689927700.0
삼성전기,9150,20180130800466,750.0,0.8,56803115200.0
삼성전기,9150,20170124800477,500.0,1.0,37916302700.0
삼성전기,9150,20160128800611,500.0,0.8,37916302700.0
삼성전기,9150,20150129800271,750.0,1.3,58303115200.0
삼성전기,9150,20140127800378,750.0,1.0,58296740200.0
삼성전기,9150,20130130800341,1000.0,1.0,77670227700.0
하이트진로홀딩스,140,20210311800567,400.0,2.6,8757590700.0
하이트진로홀딩스,140,20200305800435,350.0,2.7,7665671500.0
하이트진로홀딩스,140,20180308800354,150.0,1.5,3296542550.0
하이트진로홀딩스,140,20150312800719,450.0,3.6,9841975550.0
이노션,214320,20250218800626,950.0,5.1,38000000000.0
이노션,214320,20240806800845,225.0,1.0,9000000000.0
이노션,214320,20240227800304,950.0,5.4,38000000000.0
이노션,214320,20230731800352,450.0,1.2,9000000000.0
이노션,214320,20220808800329,450.0,1.0,9000000000.0
이노션,214320,20230227800986,1700.0,5.0,34000000000.0
이노션,214320,20220208800985,1350.0,2.5,27000000000.0
이노션,214320,20210811800306,450.0,0.7,9000000000.0
이노션,214320,20200203800608,1500.0,2.1,30000000000.0
이노션,214320,20210208800601,1800.0,3.0,36000000000.0
이노션,214320,20190128800422,1500.0,2.3,30000000000.0
이노션,214320,20180126800507,1000.0,1.3,20000000000.0
이노션,214320,20170126800140,950.0,1.7,19000000000.0
LF,93050,20250211801120,700.0,4.3,19214747300.0
이노션,214320,20160128800208,900.0,1.3,18000000000.0
LF,93050,20240213801172,700.0,5.1,19922000000.0
LF,93050,20230213801273,700.0,4.3,19922000000.0
LF,93050,20220210801148,600.0,3.5,17076000000.0
LF,93050,20200212800790,500.0,2.7,14620000000.0
LF,93050,20210208800877,500.0,3.4,14230000000.0
LF,93050,20190213801131,500.0,2.0,14620000000.0
LF,93050,20180207801234,500.0,1.6,14620000000.0
LF,93050,20170209801460,500.0,2.3,14620000000.0
LF,93050,20150205800737,500.0,1.6,14620000000.0
LF,93050,20160203800716,500.0,1.9,14620000000.0
LF,93050,20140212800317,400.0,1.3,11696000000.0
유니퀘스트,77500,20250213801041,100.0,2.0,2160010200.0
LF,93050,20130220800001,400.0,1.25,11696000000.0
유니퀘스트,77500,20240208800162,200.0,3.4,4320020400.0
유니퀘스트,77500,20230213800907,200.0,2.3,5249087200.0
유니퀘스트,77500,20220209800144,300.0,2.7,7983138300.0
유니퀘스트,77500,20210210800618,125.0,0.9,3340139000.0
유니퀘스트,77500,20190207800378,100.0,1.7,2675627000.0
유니퀘스트,77500,20200214800150,150.0,2.3,3997666800.0
유니퀘스트,77500,20180205800567,100.0,1.1,2661542700.0
유니퀘스트,77500,20170206800633,80.0,1.1,2128424560.0
유니퀘스트,77500,20160205800239,200.0,5.2,5312965000.0
유니퀘스트,77500,20150206800139,750.0,8.6,10097612250.0
동아화성,41930,20250313900228,150.0,2.71,2187844950.0
동아화성,41930,20240313900410,150.0,1.82,2253872250.0
동아화성,41930,20230316900436,120.0,1.31,1803097800.0
동아화성,41930,20220316900968,150.0,1.2,2319000000.0
동아화성,41930,20210312900152,120.0,1.2,1701946080.0
동아화성,41930,20200309900453,50.0,1.1,732564950.0
동아화성,41930,20190312900454,50.0,1.26,732564950.0
동아화성,41930,20180312900423,50.0,1.04,705206150.0
동아화성,41930,20170314900826,100.0,2.2,1538862000.0
동아화성,41930,20140227900444,80.0,1.3,1132950300.0
동아화성,41930,20160311900452,60.0,1.2,948000000.0
동아화성,41930,20150310900602,80.0,1.5,1255303680.0
동아화성,41930,20130214900440,60.0,1.7,779408840.0
유엔젤,72130,20250418800500,70.0,1.1,865315710.0
유엔젤,72130,20250328801870,70.0,1.1,865315710.0
유엔젤,72130,20250207801151,40.0,0.6,494466120.0
유엔젤,72130,20160304800174,100.0,1.8,1148298400.0
유엔젤,72130,20150213800378,100.0,1.9,1148298400.0
유엔젤,72130,20140213800071,150.0,4.1,1722447600.0
경동도시가스,267290,20240222800515,875.0,4.3,5154123625.0
경동도시가스,267290,20250225800496,875.0,4.8,5154123625.0
경동도시가스,267290,20230306800692,875.0,3.1,5154123625.0
경동도시가스,267290,20220225800867,875.0,3.7,5154123625.0
경동도시가스,267290,20210217800663,875.0,4.6,5154123625.0
경동도시가스,267290,20200220800801,875.0,4.1,5154123625.0
경동도시가스,267290,20180220800753,750.0,2.1,3535031250.0
경동도시가스,267290,20190220800609,875.0,2.6,4124203125.0
경인전자,9140,20250219800645,350.0,1.7,455887950.0
경인전자,9140,20240207800290,350.0,1.6,455485450.0
경인전자,9140,20220208800408,250.0,0.7,325346750.0
경인전자,9140,20210209800643,250.0,1.0,325346750.0
경인전자,9140,20230208800242,350.0,1.4,455485450.0
경인전자,9140,20200206800198,250.0,1.2,332578250.0
경인전자,9140,20190208800444,250.0,1.1,334420500.0
경인전자,9140,20180206800359,250.0,1.2,342921750.0
경인전자,9140,20170210800400,250.0,1.1,342921750.0
경인전자,9140,20160205800116,350.0,1.8,480090450.0
경인전자,9140,20150213800538,350.0,1.8,480090450.0
경인전자,9140,20140211800073,350.0,2.2,480090450.0
경인전자,9140,20130213800152,350.0,2.6,480090450.0
에스씨디,42110,20250228900798,35.0,2.45,1691534740.0
에스씨디,42110,20240229900622,30.0,1.7,1449886920.0
에스씨디,42110,20230303900474,35.0,1.89,1691534740.0
에스씨디,42110,20220302900895,30.0,1.69,1449886920.0
에스씨디,42110,20210226901266,20.0,1.2,966591280.0
에스씨디,42110,20200228901158,15.0,1.15,724943460.0
에스씨디,42110,20180220900246,30.0,1.7,1449886920.0
에스씨디,42110,20190228901716,30.0,2.7,1449886920.0
에스씨디,42110,20170224900170,150.0,8.0,7249434600.0
정상제이엘에스,40420,20250205900390,530.0,8.02,7195697600.0
정상제이엘에스,40420,20240206900225,530.0,7.23,7195697600.0
정상제이엘에스,40420,20220406900340,530.0,6.67,7195697600.0
정상제이엘에스,40420,20230208901042,530.0,6.9,7195697600.0
정상제이엘에스,40420,20220208900366,530.0,6.67,7195697600.0
정상제이엘에스,40420,20210210900295,430.0,6.39,5701823400.0
정상제이엘에스,40420,20200207900309,430.0,5.46,5701823400.0
정상제이엘에스,40420,20190201900190,430.0,5.9,5701823400.0
정상제이엘에스,40420,20180226900693,430.0,5.43,5701823400.0
정상제이엘에스,40420,20170207900079,430.0,5.32,5697523400.0
정상제이엘에스,40420,20160205900344,420.0,6.14,5595361800.0
정상제이엘에스,40420,20150203900086,420.0,6.25,5591161800.0
정상제이엘에스,40420,20130215900116,420.0,7.99,6239379300.0
정상제이엘에스,40420,20140228900109,420.0,7.41,5573069460.0
미스터블루,207760,20230207900459,10.0,0.26,746752350.0
미스터블루,207760,20220210900010,25.0,0.28,619040875.0
미스터블루,207760,20210209900574,35.0,0.33,847085400.0
미스터블루,207760,20200212900385,25.0,0.34,605744625.0
미스터블루,207760,20190214900287,20.0,0.8,487340080.0
미스터블루,207760,20180213901119,15.0,0.4,360344310.0
미스터블루,207760,20170216900338,25.0,0.6,600573850.0
이노진,344860,20250210900465,80.0,5.3,956640000.0
갤럭시아머니트리,94480,20250314900373,45.0,0.6,1765342710.0
이노진,344860,20240206900672,30.0,1.1,358740000.0
갤럭시아머니트리,94480,20240312901113,45.0,0.4,1765342710.0
갤럭시아머니트리,94480,20220408900145,35.0,0.3,1373044330.0
갤럭시아머니트리,94480,20230310900553,45.0,1.0,1765342710.0
갤럭시아머니트리,94480,20210813901290,10.0,0.15,378910320.0
갤럭시아머니트리,94480,20220311900864,35.0,0.3,1373044330.0
갤럭시아머니트리,94480,20210311901471,35.0,1.0,1326186120.0
갤럭시아머니트리,94480,20200814900340,20.0,0.57,757820640.0
갤럭시아머니트리,94480,20200312901057,55.0,1.6,2084006760.0
갤럭시아머니트리,94480,20180227900189,30.0,0.5,1004730960.0
갤럭시아머니트리,94480,20190307900892,35.0,1.2,1326186120.0
갤럭시아머니트리,94480,20170314900646,25.0,0.5,783868425.0
부스타,8470,20250207900186,50.0,1.29,404090550.0
부스타,8470,20240208900962,60.0,1.24,484908660.0
부스타,8470,20230206900882,50.0,1.0,404090550.0
부스타,8470,20220407900081,60.0,1.06,484908660.0
부스타,8470,20220207900586,60.0,1.06,484908660.0
부스타,8470,20210208900534,120.0,2.23,969817320.0
부스타,8470,20190201900130,55.0,0.95,462264000.0
부스타,8470,20200210900616,90.0,1.65,756432000.0
부스타,8470,20180205900210,90.0,1.77,756432000.0
부스타,8470,20170131900106,100.0,1.75,840480000.0
부스타,8470,20160215900244,100.0,1.72,834160000.0
부스타,8470,20140211900081,100.0,2.27,816000000.0
부스타,8470,20150210900300,90.0,1.82,750744000.0
부스타,8470,20130208900236,100.0,1.88,816000000.0
케이에스피,73010,20250306900519,15.0,0.35,601040910.0
케이에스피,73010,20240307900396,10.0,0.35,360704010.0
피에이치에이,43370,20250226900691,350.0,3.5,6836624550.0
피에이치에이,43370,20240229900506,250.0,2.5,4991896000.0
피에이치에이,43370,20230303900307,200.0,2.8,4107312400.0
피에이치에이,43370,20220228900596,180.0,1.8,3696581160.0
피에이치에이,43370,20210303900360,180.0,2.2,3696581160.0
피에이치에이,43370,20190227900785,160.0,2.3,3359812000.0
피에이치에이,43370,20200224900464,180.0,2.2,3779788500.0
피에이치에이,43370,20180228900888,160.0,1.5,3359812000.0
피에이치에이,43370,20170302900501,150.0,1.24,3149823750.0
피에이치에이,43370,20160226900410,140.0,0.9,2022122780.0
피에이치에이,43370,20150226900360,140.0,0.8,2710407320.0
피에이치에이,43370,20130222900324,140.0,0.9,2710407320.0
피에이치에이,43370,20140226900332,140.0,0.7,2710407320.0
경동인베스트,12320,20250312801386,750.0,1.2,1635264000.0
경동인베스트,12320,20220228801143,750.0,2.1,1635264000.0
경동인베스트,12320,20200225800667,500.0,1.4,1129116000.0
경동인베스트,12320,20210226800680,500.0,1.6,1090176000.0
경동인베스트,12320,20190226800934,500.0,1.3,1136564000.0
경동인베스트,12320,20180222800974,500.0,1.2,1136564000.0
경동인베스트,12320,20170224800925,1250.0,1.7,4150077500.0
경동인베스트,12320,20160224800345,1250.0,1.4,4354986250.0
경동인베스트,12320,20150223800348,1250.0,1.15,4354986250.0
경동인베스트,12320,20140219800229,1250.0,1.3,4354986250.0
경동인베스트,12320,20130221800416,1250.0,1.6,4354986250.0
아가방컴퍼니,13990,20130207900253,40.0,0.4,1120000000.0
YW,51390,20250417900868,200.0,5.3,1606142400.0
아가방컴퍼니,13990,20140206900209,40.0,0.7,1120000000.0
YW,51390,20250207900419,200.0,5.3,1606142400.0
YW,51390,20240206900322,200.0,5.1,1691660800.0
YW,51390,20210129900482,100.0,2.5,861206800.0
YW,51390,20220204900285,100.0,2.4,861206800.0
YW,51390,20230206900404,150.0,4.4,1291810200.0
YW,51390,20200206900209,50.0,1.3,450455250.0
YW,51390,20190207900382,100.0,2.6,914525800.0
YW,51390,20150211900204,100.0,2.37,1068665100.0
YW,51390,20170207900145,100.0,2.2,967336800.0
YW,51390,20180206900514,100.0,2.5,926116100.0
YW,51390,20140210900467,100.0,2.18,1068665100.0
YW,51390,20130208900165,100.0,2.16,1068665100.0
파워로직스,47310,20200221900508,50.0,0.5,1721049100.0
성우테크론,45300,20230404900632,40.0,0.99,376583000.0
성우테크론,45300,20230321900174,40.0,0.99,376583000.0
성우테크론,45300,20221216900581,40.0,1.5,376583000.0
성우테크론,45300,20220406900597,40.0,0.75,369288720.0
성우테크론,45300,20220324900458,40.0,0.75,369288720.0
성우테크론,45300,20220222900392,40.0,0.08,369288720.0
성우테크론,45300,20211217900248,40.0,1.5,369288720.0
성우테크론,45300,20201216900459,40.0,1.5,362095200.0
성우테크론,45300,20191211900221,40.0,1.5,355016400.0
성우테크론,45300,20181210900702,75.0,1.5,652647000.0
성우테크론,45300,20171211900328,50.0,1.5,422449350.0
성우테크론,45300,20131227900105,25.0,1.0,172987725.0
성우테크론,45300,20131216900369,25.0,1.5,172987725.0
성우테크론,45300,20130218900309,20.0,1.0,131807280.0
국순당,43650,20250225900967,70.0,1.49,1101832620.0
국순당,43650,20240222900769,105.0,1.75,1652748930.0
국순당,43650,20220224900524,260.0,2.9,4092521160.0
국순당,43650,20230223901031,210.0,3.04,3305497860.0
국순당,43650,20210224900386,160.0,2.82,2518474560.0
국순당,43650,20200225900481,100.0,3.1,1682103200.0
국순당,43650,20190221900625,260.0,6.18,4583778160.0
국순당,43650,20180220900696,170.0,3.03,2997000720.0
국순당,43650,20170214900582,50.0,0.7,881445800.0
국순당,43650,20150211900322,50.0,0.8,856302700.0
국순당,43650,20160211900498,50.0,0.7,881398300.0
국순당,43650,20140218900083,45.0,0.8,770618430.0
국순당,43650,20130206900147,90.0,1.22,1541101860.0
BGF,27410,20240207801299,120.0,3.1,11485051920.0
BGF,27410,20190327801582,35.0,0.4,3337641020.0
BGF,27410,20180405800659,200.0,1.4,6451143000.0
BGF,27410,20170327800093,800.0,1.0,39637857600.0
BGF,27410,20180214801356,200.0,1.4,6451143000.0
BGF,27410,20170209800720,800.0,1.0,39637857600.0
BGF,27410,20160328801028,1200.0,0.7,29728393200.0
BGF,27410,20160211800474,1200.0,0.7,29728393200.0
삼일기업공사,2290,20250310901371,200.0,5.0,2480000000.0
BGF,27410,20150212800413,600.0,0.8,14784048000.0
삼일기업공사,2290,20240308900181,175.0,4.0,2170000000.0
삼일기업공사,2290,20230310900513,125.0,3.2,1550000000.0
삼일기업공사,2290,20220228900697,100.0,2.3,1240000000.0
삼일기업공사,2290,20210224900769,100.0,2.1,1240000000.0
삼일기업공사,2290,20200219900230,100.0,2.9,1240000000.0
삼일기업공사,2290,20190305900280,100.0,2.8,1240000000.0
삼일기업공사,2290,20180306900266,90.0,3.1,1116000000.0
삼일기업공사,2290,20170228900789,90.0,1.9,1116000000.0
삼일기업공사,2290,20160224900202,25.0,1.0,310000000.0
삼일기업공사,2290,20150226900286,25.0,1.4,310000000.0
삼일기업공사,2290,20140306900902,150.0,1.1,186000000.0
삼일기업공사,2290,20130220900304,250.0,1.74,310000000.0
태원물산,1420,20250306800447,200.0,5.4,1466621400.0
태원물산,1420,20240312800297,140.0,2.8,1026634980.0
태원물산,1420,20230309801061,50.0,1.2,366655350.0
태원물산,1420,20210302800236,50.0,1.2,366655350.0
태원물산,1420,20220302800449,55.0,1.0,403320885.0
태원물산,1420,20190228800344,70.0,1.3,513317490.0
태원물산,1420,20180227800312,80.0,2.2,586648560.0
태원물산,1420,20200225800306,85.0,2.1,623314095.0
태원물산,1420,20170227800431,100.0,2.2,733310700.0
태원물산,1420,20160225800179,90.0,2.1,659979630.0
태원물산,1420,20150205800359,80.0,3.4,586648560.0
태원물산,1420,20140219800373,60.0,2.3,419619600.0
태원물산,1420,20130220800105,100.0,4.6,699366000.0
네오티스,85910,20250227900409,200.0,6.07,2675454800.0
네오티스,85910,20240226900696,200.0,5.54,2176209200.0
네오티스,85910,20230228900978,250.0,5.03,3317621000.0
네오티스,85910,20220228900398,250.0,4.79,3292463750.0
네오티스,85910,20210225900538,250.0,6.29,2611251000.0
네오티스,85910,20200228901274,250.0,6.25,2611251000.0
네오티스,85910,20190228900539,250.0,5.67,2611251000.0
네오티스,85910,20170724900149,100.0,1.8,1055138700.0
네오티스,85910,20180309900940,250.0,5.3,2627846750.0
네오티스,85910,20170315900240,250.0,4.6,2637846750.0
네오티스,85910,20160725900231,100.0,1.8,1053152700.0
네오티스,85910,20150724900162,100.0,1.5,983738000.0
네오티스,85910,20150217900164,350.0,6.7,2512484650.0
네오티스,85910,20140212900279,250.0,5.38,2159005000.0
네오티스,85910,20130716900027,100.0,1.96,851002000.0
네오티스,85910,20130213900239,350.0,7.02,2556743750.0
SK가스,18670,20250204801177,6000.0,2.8,53850276000.0
SK가스,18670,20240206800743,6000.0,3.9,53850276000.0
SK가스,18670,20240719800376,2000.0,1.1,17950092000.0
SK가스,18670,20230720800423,2000.0,1.6,17950092000.0
SK가스,18670,20230207800773,5500.0,4.4,49362753000.0
SK가스,18670,20220721800278,1000.0,0.8,8975046000.0
SK가스,18670,20220208800515,5100.0,3.8,45772734600.0
SK가스,18670,20200207800840,3000.0,3.4,26539161000.0
SK가스,18670,20210209800996,4000.0,3.8,35900184000.0
SK가스,18670,20190208800812,3000.0,4.1,26284440000.0
SK가스,18670,20180208800847,2600.0,2.8,22560704400.0
SK가스,18670,20170209800251,2600.0,2.1,22340715800.0
SK가스,18670,20160203800665,2000.0,2.7,17018902000.0
SK가스,18670,20150202800745,2000.0,2.0,16853432000.0
SK가스,18670,20140205800436,1700.0,2.3,14185760500.0
더네이쳐홀딩스,298540,20250313901061,500.0,5.34,7201993000.0
SK가스,18670,20130129800180,1700.0,2.0,14185760500.0
더네이쳐홀딩스,298540,20250217901044,500.0,5.34,7201993000.0
더네이쳐홀딩스,298540,20240226900312,400.0,2.25,5884230400.0
더네이쳐홀딩스,298540,20230407901169,400.0,1.21,5817862400.0
더네이쳐홀딩스,298540,20230222900486,400.0,1.21,5817862400.0
더네이쳐홀딩스,298540,20220401900267,200.0,0.7,2908931200.0
더네이쳐홀딩스,298540,20220208900467,200.0,0.7,2908931200.0
더네이쳐홀딩스,298540,20210209900310,400.0,1.0,2908931200.0
더네이쳐홀딩스,298540,20210407900245,400.0,1.0,2908931200.0
와이솔,122990,20250226900438,500.0,8.4,13835766500.0
와이솔,122990,20240228900183,250.0,3.5,6917883250.0
와이솔,122990,20221214900554,250.0,3.6,6917883250.0
와이솔,122990,20220121900296,250.0,2.3,6917883250.0
와이솔,122990,20220408900154,250.0,2.3,6917883250.0
와이솔,122990,20211213900547,250.0,1.5,6917883250.0
와이솔,122990,20210305900685,250.0,1.6,6914133250.0
와이솔,122990,20200225900601,250.0,1.7,6914133250.0
와이솔,122990,20180810900384,100.0,0.8,2358153300.0
와이솔,122990,20190214901150,150.0,1.0,3546229950.0
와이솔,122990,20180103900313,150.0,1.02,3369234900.0
와이솔,122990,20171218900362,150.0,1.5,3369234900.0
와이솔,122990,20170727900403,100.0,0.6,2081759500.0
와이솔,122990,20161229900700,150.0,0.98,2965914600.0
와이솔,122990,20161212900422,150.0,1.5,2015776400.0
와이솔,122990,20160718900382,100.0,0.7,2015776400.0
와이솔,122990,20151230900459,200.0,1.2,3763948600.0
와이솔,122990,20151221900183,200.0,1.5,3503532000.0
와이솔,122990,20150105900214,100.0,1.3,1605840400.0
와이솔,122990,20141219900216,100.0,1.5,1605840400.0
디아이씨,92200,20190226800260,50.0,0.81,1112735800.0
디아이씨,92200,20170302800092,50.0,0.54,1074365300.0
디아이씨,92200,20180302800280,50.0,0.62,1112735800.0
디아이씨,92200,20140305800336,50.0,1.17,1085000000.0
디아이씨,92200,20130308800401,50.0,1.17,1085000000.0
서원인텍,93920,20250211900657,350.0,6.1,6510000000.0
서원인텍,93920,20240207900258,400.0,6.7,7440000000.0
서원인텍,93920,20230207900663,400.0,6.6,7440000000.0
서원인텍,93920,20210204900239,350.0,4.7,6510000000.0
서원인텍,93920,20220204900385,350.0,5.0,6510000000.0
서원인텍,93920,20200205900336,300.0,4.0,5580000000.0
서원인텍,93920,20190218900313,300.0,6.2,5580000000.0
서원인텍,93920,20180213900263,300.0,3.5,5580000000.0
서원인텍,93920,20170214900182,660.0,5.9,12276000000.0
서원인텍,93920,20160212900216,600.0,4.9,11160000000.0
서원인텍,93920,20141226900345,500.0,4.3,9300000000.0
서원인텍,93920,20141217900042,500.0,1.5,9300000000.0
서원인텍,93920,20140214900084,400.0,2.9,7440000000.0
효성티앤씨,298020,20250227800974,10000.0,4.1,43156900000.0
효성티앤씨,298020,20240223800874,10000.0,2.7,43156900000.0
서원인텍,93920,20130215900278,200.0,2.3,3720000000.0
효성티앤씨,298020,20230223800860,10000.0,2.7,43156900000.0
효성티앤씨,298020,20220223800827,50000.0,9.3,215784500000.0
효성티앤씨,298020,20210224800760,5000.0,2.5,21578450000.0
효성티앤씨,298020,20200226801008,2000.0,1.29,8631380000.0
효성티앤씨,298020,20190227801189,1000.0,0.54,4315690000.0
LG헬로비전,37560,20240126800755,120.0,3.4,9293623800.0
LG헬로비전,37560,20230126800495,120.0,2.6,9293623800.0
LG헬로비전,37560,20220126800772,110.0,2.0,8519155150.0
LG헬로비전,37560,20210202800738,75.0,1.9,5808514875.0
LG헬로비전,37560,20200207800777,75.0,1.2,5808514875.0
LG헬로비전,37560,20190211800722,75.0,0.8,5808514875.0
LG헬로비전,37560,20180207800712,75.0,1.1,5808514875.0
LG헬로비전,37560,20170203800512,75.0,0.8,5808514875.0
LG헬로비전,37560,20150205800312,75.0,0.8,5808514875.0
LG헬로비전,37560,20160204800697,75.0,0.6,5808514875.0
LG헬로비전,37560,20140206800337,75.0,0.4,5808514875.0
대덕전자,353200,20250220800556,400.0,2.0,20615455195.0
대덕전자,353200,20240228801169,300.0,1.3,15464210795.0
대덕전자,353200,20221213800523,400.0,1.8,20615455195.0
대덕전자,353200,20211213800522,300.0,1.5,15464210795.0
대덕전자,353200,20201228800256,300.0,2.6,15464210795.0
아세아,2030,20250226800227,4700.0,1.98,7848671000.0
아세아,2030,20241112800342,630.0,0.25,1056401640.0
아세아,2030,20230726800210,600.0,0.41,1047000000.0
아세아,2030,20240228800697,4400.0,2.58,7572400000.0
아세아,2030,20230228800916,3250.0,2.43,5819125000.0
아세아,2030,20221104800148,500.0,0.42,902020000.0
아세아,2030,20220225800654,3000.0,2.4,5549106000.0
아세아,2030,20200226800936,1750.0,1.68,3327583000.0
아세아,2030,20210226800825,2000.0,2.26,3699404000.0
아세아,2030,20190226800972,1750.0,1.54,3327583000.0
아세아,2030,20180226800580,1500.0,1.25,2852214000.0
아세아,2030,20170224800781,1500.0,1.44,2852214000.0
아세아,2030,20150305800897,1500.0,1.09,2852214000.0
아세아,2030,20140303800412,1000.0,0.79,1153572000.0
엔에이치엔,181710,20250213801421,500.0,2.6,15889440000.0
아세아,2030,20130306800110,1000.0,1.69,3738929000.0
엔에이치엔,181710,20240213801266,500.0,2.1,16852890000.0
성우전자,81580,20230404900114,50.0,1.9,760234950.0
성우전자,81580,20230223900609,50.0,1.9,760234950.0
성우전자,81580,20220407900713,50.0,1.4,760234950.0
성우전자,81580,20220225901006,50.0,1.4,760234950.0
성우전자,81580,20190222900654,80.0,2.7,1224265280.0
성우전자,81580,20180226900835,80.0,1.8,1240651440.0
성우전자,81580,20150225900106,100.0,2.9,1413539500.0
성우전자,81580,20140220900207,70.0,1.3,1006841920.0
성우전자,81580,20170224900551,100.0,2.0,1550814300.0
성우전자,81580,20160226900983,120.0,1.9,1860977160.0
성우전자,81580,20130225900093,50.0,1.0,730000000.0
한네트,52600,20250221900383,180.0,3.9,2081466000.0
한네트,52600,20240226900740,150.0,3.0,1734555000.0
한네트,52600,20220225901068,100.0,1.5,1156370000.0
한네트,52600,20230224900630,150.0,2.8,1734555000.0
한네트,52600,20210226900338,100.0,1.6,1156370000.0
한네트,52600,20200227900597,100.0,3.2,1156370000.0
한네트,52600,20190305900942,100.0,3.9,1156370000.0
한네트,52600,20180302900831,100.0,3.1,1156370000.0
한네트,52600,20170302900201,120.0,2.5,1387644000.0
한네트,52600,20160302900278,120.0,3.5,1387644000.0
한네트,52600,20160222900150,120.0,3.5,1387644000.0
한네트,52600,20150304900633,120.0,5.0,1387644000.0
한네트,52600,20140218900193,110.0,4.8,1272007000.0
한네트,52600,20130219900131,100.0,5.55,1156370000.0
대원화성,24890,20210216800393,10.0,1.5,409225920.0
대원화성,24890,20200219800420,10.0,1.5,411156350.0
안랩,53800,20240213901164,1300.0,1.9,11291517900.0
안랩,53800,20230213901360,1100.0,1.6,9554361300.0
안랩,53800,20250211901297,1300.0,1.9,12440021100.0
안랩,53800,20220211901069,1100.0,1.5,9554361300.0
안랩,53800,20210209900350,900.0,1.2,7817204700.0
안랩,53800,20180212900514,800.0,1.5,6948626400.0
안랩,53800,20190212900163,900.0,1.9,7817204700.0
안랩,53800,20200211900116,900.0,1.4,7817204700.0
안랩,53800,20170207900390,700.0,1.2,6080048100.0
안랩,53800,20160204900682,500.0,0.6,4342891500.0
안랩,53800,20150206900491,300.0,0.8,2605284900.0
안랩,53800,20140212900002,200.0,0.3,1732836600.0
안랩,53800,20130213900082,400.0,1.0,3454833200.0
코메론,49430,20250227900433,300.0,2.8,2695311000.0
코메론,49430,20240226901074,250.0,2.73,2246092500.0
코메론,49430,20220228900453,200.0,1.88,1796874000.0
코메론,49430,20230228900479,250.0,2.47,2246092500.0
코메론,49430,20210215900475,200.0,2.23,1656874000.0
코메론,49430,20200213900305,200.0,2.43,1708212800.0
코메론,49430,20190213901282,140.0,1.89,1216277300.0
코메론,49430,20180213901097,130.0,1.4,1156565410.0
코메론,49430,20170213900380,160.0,1.4,1423465120.0
코메론,49430,20151002900187,50.0,0.4,444832850.0
코메론,49430,20160215900668,70.0,0.8,622765990.0
코메론,49430,20150212900670,50.0,0.87,444832850.0
코메론,49430,20130226900219,25.0,0.7,222416425.0
코메론,49430,20140225900061,50.0,1.46,444832850.0
코메론,49430,20141010900078,100.0,1.6,889665700.0
현대로템,64350,20250206800111,200.0,0.3,21828458600.0
현대로템,64350,20240221800037,100.0,0.4,10914229300.0
현대로템,64350,20140228800377,125.0,0.4,10625000000.0
경남에너지,8020,20160211800182,125.0,1.3,3562545625.0
경남에너지,8020,20150212800250,125.0,2.1,3108728125.0
경남에너지,8020,20140214800070,125.0,2.1,3433282500.0
경남에너지,8020,20130205800128,125.0,3.1,3433282500.0
금강공업,14280,20250220800418,120.0,2.9,3301246790.0
금강공업,14280,20240220800231,120.0,2.1,3301246790.0
금강공업,14280,20230220800439,120.0,1.9,3301246790.0
금강공업,14280,20220223800191,100.0,1.3,2752020950.0
금강공업,14280,20200227801119,80.0,2.1,1806457670.0
