stock_code,rcept_dt,n_days
010660,2023-03-03,21
010660,2024-02-29,21
010660,2025-02-05,21
010690,2014-03-04,21
010690,2015-03-05,21
010690,2016-02-29,21
010690,2017-02-27,21
010690,2018-02-27,21
010690,2019-02-26,21
010690,2020-02-25,21
010690,2021-03-03,21
010690,2022-03-03,21
010690,2023-03-03,21
010690,2024-03-04,21
010690,2025-03-05,21
010770,2014-02-25,21
010770,2015-03-11,21
010770,2017-03-09,21
010770,2018-03-12,21
010770,2019-03-08,21
010770,2020-03-09,21
010770,2021-03-15,21
010770,2022-03-14,21
010770,2023-03-14,21
010770,2024-03-12,21
010770,2025-03-10,21
010820,2014-02-18,21
010820,2015-02-13,21
010950,2013-07-05,21
010950,2014-02-28,21
010950,2014-07-14,21
010950,2015-07-09,21
010950,2016-02-26,21
010950,2016-07-21,21
010950,2017-03-10,21
010950,2017-08-10,21
010950,2018-02-20,21
010950,2018-07-19,21
010950,2019-03-07,21
010950,2019-08-01,21
010950,2020-03-09,21
010950,2021-07-29,21
010950,2022-02-28,21
010950,2022-08-04,21
010950,2023-03-07,21
010950,2023-07-27,21
010950,2024-02-27,21
010950,2024-08-01,21
010960,2014-03-04,21
010960,2015-02-03,21
010960,2016-02-04,21
010960,2017-02-08,21
010960,2018-02-05,21
010960,2019-02-01,21
010960,2020-01-31,21
010960,2021-02-02,21
010960,2022-02-08,21
010960,2023-02-10,21
010960,2024-02-06,21
010960,2025-02-10,21
011040,2013-07-18,21
011040,2014-02-07,21
011040,2014-07-14,21
011040,2015-02-05,21
011040,2016-02-04,21
011040,2017-02-09,21
011040,2017-02-23,21
011040,2018-02-02,21
011040,2018-02-19,21
011040,2019-02-01,21
011040,2020-02-07,21
011040,2020-07-16,21
011040,2021-02-10,21
011040,2021-07-20,21
011040,2022-02-14,21
011040,2023-02-15,21
011040,2024-02-16,21
011040,2025-02-20,21
011070,2015-01-26,21
011070,2016-01-26,21
011070,2017-01-24,21
011070,2018-01-23,21
011070,2019-01-25,21
011070,2020-01-29,21
011070,2021-01-25,21
011070,2022-01-26,21
011070,2023-01-25,21
011070,2024-01-24,21
011070,2025-01-22,21
011080,2015-02-24,21
011080,2016-02-11,21
011090,2015-02-24,21
011090,2016-02-25,21
011090,2017-02-23,21
011090,2018-02-23,21
011090,2019-02-26,21
011170,2014-03-05,21
011170,2015-02-06,21
011170,2016-02-02,21
011170,2017-02-28,21
011170,2018-02-08,21
011170,2019-02-12,21
011170,2020-02-07,21
011170,2021-02-05,21
011170,2022-02-08,21
011170,2023-02-09,21
011170,2024-02-07,21
011170,2024-07-11,21
011170,2025-02-07,21
011200,2022-03-14,21
011200,2023-03-16,21
011200,2024-03-12,21
011200,2024-03-28,21
011200,2025-02-11,21
011210,2014-02-14,21
011210,2015-02-23,21
011210,2016-02-26,21
011210,2017-01-26,21
011210,2018-02-23,21
011210,2019-02-19,21
011210,2020-02-28,21
011210,2021-02-19,21
011210,2022-02-18,21
011210,2023-02-21,21
011210,2024-01-31,21
011210,2025-01-24,21
011280,2014-02-24,21
011280,2015-03-09,21
011280,2016-03-07,21
011280,2016-03-25,21
011280,2017-03-07,21
011280,2018-03-05,21
011280,2019-03-06,21
011280,2019-10-10,21
011280,2022-02-25,21
011280,2023-03-07,21
011280,2024-03-06,21
011320,2014-03-04,21
011320,2015-03-05,21
011320,2016-03-09,21
011320,2017-03-08,21
011320,2020-02-27,21
011320,2023-02-14,21
011320,2024-02-08,21
011320,2025-02-14,21
011370,2014-02-14,21
011370,2015-02-13,21
011370,2016-02-12,21
011370,2017-02-28,21
011370,2017-03-02,21
011370,2018-02-23,21
011370,2019-03-08,21
